OBJECTID *,Shape *,Join_Count,TARGET_FID,F_id,access,amenity,covered,fee,parking,surface,wheelchair,F_timestamp,F_version,F_changeset,F_user,F_uid,OBJECTID_1,SPI_Type,County,Real_Property_Number,Real_Property_Name,Address,City,State,Zip_Code,Agency,Total_Fee_Acreage,Total_SF_of_Structures,Latitude,Longitude,Elevation,Shape_Length,Shape_Area
245,Polygon Z,1,45422,way/1085505617,permit,parking,no,no,surface,asphalt,yes,2022-08-11T05:27:08Z,1,124757263,Aaron Lidman,53073,1241,Real Property,ORANGE,1020,CORONA DEL MAR SB,,CORONA DEL MAR,CA,0,"PARKS & RECREATION, DEPT OF",29.57,0,33.593898,-117.875426,13.44,1062.356884,26569.33261
246,Polygon Z,1,45528,way/1056496350,customers,parking,no,no,surface,asphalt,yes,2022-05-01T19:47:53Z,1,120433618,DJPBJ,11204041,1244,Real Property,ORANGE,919,COSTA MESA OFFICE BUILDING,650 W 19TH STREET,COSTA MESA,CA,92627,"MOTOR VEHICLES, DEPT OF",2.23,13634,33.643895,-117.925334,96.26,430.986235,6051.74969
247,Polygon Z,1,45625,way/104932776,private,parking,no,no,surface,asphalt,yes,2020-08-06T12:28:57Z,4,89038901,pravinyerapale,11475294,1260,Real Property,ORANGE,11314,UNIVERSITY PARK AND RIDE, UNIVERSITY DR,IRVINE,CA,92612,"TRANSPORTATION, DEPT OF",0.4,0,33.649974,-117.859441,20.31,362.028022,8029.896054
248,Polygon Z,1,45694,way/55677605,permissive,parking,no,no,surface,asphalt,yes,2022-09-23T03:30:43Z,3,126527184,AMMilliman,16599051,1286,Real Property,ORANGE,2136,BOLSA CHICA ER,,UNINCORP - ORANGE CO,CA,0,"FISH AND WILDLIFE, CA DEPT OF",118.2,240,33.695824,-118.04621,4,291.176817,3042.153377
249,Polygon Z,1,47484,way/832511045,fee,parking,no,no,surface,asphalt,yes,2020-07-31T09:53:31Z,1,88774872,PritamSarang,11460235,732,Real Property,LOS ANGELES,11368,AVALON PARK AND RIDE, I-105 AT AVALON BLVD,LOS ANGELES,CA,90059,"TRANSPORTATION, DEPT OF",1.45,0,33.928082,-118.264944,119.53,408.886696,5176.774741
250,Polygon Z,1,47487,way/104357817,fee,parking,no,no,surface,asphalt,yes,2020-07-31T10:21:07Z,5,88776162,PritamSarang,11460235,894,Real Property,LOS ANGELES,11936,WILLOWBROOK PARK AND RIDE, NE & SW QUADS OF,WILLOWBROOK,CA,90059,"TRANSPORTATION, DEPT OF",0.16,0,33.927655,-118.239433,93.41,269.645845,4709.249862
251,Polygon Z,1,47533,way/104357811,customers,parking,no,no,surface,asphalt,yes,2022-03-09T08:40:24Z,5,118268276,Jorisbo,1983103,749,Real Property,LOS ANGELES,11947,LONG BEACH BLVD. PARK AND RIDE, I-105,LYNWOOD,CA,90262,"TRANSPORTATION, DEPT OF",1.34,0,33.925898,-118.210574,87.41,895.929767,20601.00101
252,Polygon Z,1,47766,way/193959426,fee,parking,no,no,surface,asphalt,yes,2021-03-01T00:09:31Z,4,100161099,Dion Dock,97431,655,Real Property,LOS ANGELES,11382,LAKEWOOD - WEST PARK AND RIDE,8004 LAKEWOOD BLVD,LAKEWOOD,CA,90240,"TRANSPORTATION, DEPT OF",0.9,0,33.912176,-118.142005,94.41,490.322599,14250.63078
253,Polygon Z,1,47839,way/54034970,fee,parking,no,no,surface,asphalt,yes,2022-06-04T01:59:37Z,7,121920497,OSM1969,11560131,779,Real Property,LOS ANGELES,11379,I-105 TERMINATION PARK AND RIDE,12730 HOXIE AVE,NORWALK,CA,90650,"TRANSPORTATION, DEPT OF",12.4,0,33.913346,-118.103524,100.37,1346.252425,69133.78122
254,Polygon Z,1,50325,way/91035465,yes,parking,no,no,surface,paved,yes,2020-08-06T12:28:57Z,8,89038901,pravinyerapale,11475294,1259,Real Property,ORANGE,11310,JEFFREY ROAD PARK AND RIDE, JEFFREY RD,IRVINE,CA,92620,"TRANSPORTATION, DEPT OF",2.3,0,33.687114,-117.767934,159.24,883.793963,27376.96824
255,Polygon Z,1,50334,way/837652847,private,parking,no,no,surface,asphalt,yes,2020-08-16T21:25:02Z,1,89484014,Fluffy89502,10165657,1258,Real Property,ORANGE,11219,MARINE WAY MAINTENANCE STATION,6641 MARINE WAY,IRVINE,CA,92618,"TRANSPORTATION, DEPT OF",0.01,14011,33.677697,-117.756049,217.91,498.530523,11385.62552
256,Polygon Z,1,50480,way/837652849,private,parking,no,no,surface,asphalt,yes,2020-08-16T21:25:02Z,1,89484014,Fluffy89502,10165657,1256,Real Property,ORANGE,11057,DISTRICT 12 TMC,6681 MARINE WAY,IRVINE,CA,92618,"TRANSPORTATION, DEPT OF",3.01,27891,33.677895,-117.753629,225.2,574.011021,12327.80051
257,Polygon Z,1,50927,way/104907578,yes,parking,no,yes,surface,asphalt,yes,2022-10-04T20:49:43Z,10,127015697,Mxdanger,7152372,1269,Real Property,ORANGE,11311,LINCOLN WEST PARK AND RIDE, LINCOLN &  TUSTIN ST,ORANGE,CA,92666,"TRANSPORTATION, DEPT OF",0.59,0,33.833619,-117.835957,285.52,422.403704,3354.852653
258,Polygon Z,1,50930,way/834761485,yes,parking,no,yes,surface,asphalt,yes,2020-10-15T18:52:54Z,3,92539497,Mxdanger,7152372,1270,Real Property,ORANGE,12187,LINCOLN EAST PARK AND RIDE, CORNER OF LINCOLN &,ORANGE,CA,92867,"TRANSPORTATION, DEPT OF",0.01,0,33.835553,-117.834574,0,416.147256,8672.627503
259,Polygon Z,1,51174,way/73142963,yes,parking,yes,no,surface,concrete,yes,2020-08-05T06:27:22Z,10,88962254,pravinyerapale,11475294,1365,Real Property,RIVERSIDE,11301,CORONA PARK AND RIDE,28 E. GRAND BLVD.,CORONA,CA,91719,"TRANSPORTATION, DEPT OF",3.1,0,33.88114,-117.564091,613.83,531.463984,15826.55141
260,Polygon Z,1,51407,way/104907465,yes,parking,no,no,surface,asphalt,yes,2020-08-01T16:28:19Z,6,88819407,PritamSarang,11460235,1386,Real Property,RIVERSIDE,11303,NORCO PARK AND RIDE,3945 OLD HAMNER ROAD,NORCO,CA,91760,"TRANSPORTATION, DEPT OF",1.4,0,33.938538,-117.556978,669.27,498.154262,5526.697824
261,Polygon Z,1,51874,way/104103748,permissive,parking,no,yes,surface,asphalt,yes,2023-02-19T06:52:14Z,7,132737104,c_vllymapper,17712003,2558,Real Property,VENTURA,11371,BORCHARD ROAD PARK AND RIDE,475 RANCHO CONEJO BLVD.,THOUSAND OAKS,CA,91320,"TRANSPORTATION, DEPT OF",2,0,34.185582,-118.9266,639,450.521645,9203.335623
262,Polygon Z,1,52118,way/104103747,fee,parking,no,no,surface,asphalt,yes,2020-07-30T14:08:51Z,4,88737634,PritamSarang,11460235,601,Real Property,LOS ANGELES,11380,KANAN ROAD PARK AND RIDE,29165 ROADSIDE DRIVE,AGOURA HILLS,CA,91301,"TRANSPORTATION, DEPT OF",0.5,0,34.145304,-118.760692,883.44,224.4951,2825.047725
263,Polygon Z,1,52183,way/103496151,permissive,parking,no,yes,surface,asphalt,yes,2020-08-01T12:49:13Z,5,88814388,PritamSarang,11460235,2540,Real Property,VENTURA,11943,LAS POSAS ROAD PARK AND RIDE,690 VENTURA BLVD,CAMARILLO,CA,93010,"TRANSPORTATION, DEPT OF",0.01,0,34.218301,-119.068687,98.39,431.649101,6410.153071
264,Polygon Z,1,52228,way/103496147,permissive,parking,no,yes,surface,concrete,no,2020-08-01T12:49:13Z,5,88814388,PritamSarang,11460235,2539,Real Property,VENTURA,11390,PLEASANT VALLEY PARK AND RIDE - CAMARILLO, SE QUAD US 101,CAMARILLO,CA,93012,"TRANSPORTATION, DEPT OF",0.6,0,34.212047,-119.008037,132.1,339.722554,3783.418743
265,Polygon Z,1,52346,way/103495807,permissive,parking,no,yes,multi-storey,asphalt,yes,2020-08-01T12:49:13Z,5,88814388,PritamSarang,11460235,2544,Real Property,VENTURA,11385,MOORPARK COLLEGE PARK AND RIDE, SE QUAD SR 118,MOORPARK,CA,93021,"TRANSPORTATION, DEPT OF",0.95,0,34.29305,-118.841398,601.71,351.958656,5533.386546
266,Polygon Z,1,52375,way/122227783,yes,parking,no,yes,surface,asphalt,yes,2020-08-01T12:49:13Z,3,88814388,PritamSarang,11460235,2554,Real Property,VENTURA,11937,ERRINGER PARK AND RIDE, SW QUAD SR 118,SIMI VALLEY,CA,0,"TRANSPORTATION, DEPT OF",0.01,0,34.281568,-118.761831,901.96,249.761999,3836.545936
267,Polygon Z,1,52382,way/122227784,fee,parking,no,no,surface,asphalt,yes,2020-08-01T12:49:13Z,4,88814388,PritamSarang,11460235,2552,Real Property,VENTURA,11397,SYCAMORE DRIVE PARK AND RIDE,2599 SYCAMORE DRIVE,SIMI VALLEY,CA,93065,"TRANSPORTATION, DEPT OF",0.65,0,34.281715,-118.744154,967.45,247.89675,3716.689645
268,Polygon Z,1,52383,way/122227785,fee,parking,no,no,surface,asphalt,yes,2020-08-01T12:49:13Z,3,88814388,PritamSarang,11460235,2553,Real Property,VENTURA,11398,TAPO CANYON PARK AND RIDE, SE QUAD SR 118,SIMI VALLEY,CA,93063,"TRANSPORTATION, DEPT OF",0.65,0,34.281182,-118.718095,986.57,257.460235,3669.783299
269,Polygon Z,1,52561,way/909468378,yes,parking,no,yes,surface,paved,yes,2023-01-03T01:30:20Z,3,130808463,willkmis,11523236,782,Real Property,LOS ANGELES,1304,TEMESCAL CANYON,15601 SUNSET BLVD.,PACIFIC PALISADES,CA,90272,SANTA MONICA MOUNTAINS CONSERVANCY,157.27,17870,34.053616,-118.528715,330.85,336.385603,3075.978222
270,Polygon Z,1,52582,way/916809396,yes,parking,no,yes,surface,dirt,yes,2021-03-13T21:22:00Z,1,100970009,Mcalastair,803161,842,Real Property,LOS ANGELES,10338,EDMUND D. EDELMAN PARK,,UNINCORP - LOS ANGELES CO,CA,0,SANTA MONICA MOUNTAINS CONSERVANCY,19,0,34.127311,-118.59878,1294,156.080359,1437.901779
271,Polygon Z,1,53272,way/1066993483,customers,parking,no,no,surface,asphalt,yes,2022-06-05T20:19:49Z,1,121993304,willkmis,11523236,678,Real Property,LOS ANGELES,928,CULVER CITY OFFICE BUILDING,11400 WEST WASHINGTON BLVD,LOS ANGELES,CA,90066,"MOTOR VEHICLES, DEPT OF",2.06,11436,34.002516,-118.414987,50.34,314.575274,6253.450709
272,Polygon Z,1,54187,way/202014006,customers,parking,no,yes,surface,asphalt,yes,2013-01-19T21:49:08Z,1,14713587,nathansnider,977071,680,Real Property,LOS ANGELES,1162,PAN PACIFIC PARK,,LOS ANGELES,CA,0,"PARKS & RECREATION, DEPT OF",27.38,0,34.075648,-118.354676,206.15,616.722155,8951.429447
273,Polygon Z,1,54723,way/195428868,permissive,parking,no,yes,surface,asphalt,yes,2020-08-01T12:08:55Z,7,88813608,PritamSarang,11460235,736,Real Property,LOS ANGELES,11395,SKIRBALL AND MULHOLLAND PARK AND RIDE,2350 SKIRBALL CENTER DR.,LOS ANGELES,CA,90049,"TRANSPORTATION, DEPT OF",0.4,0,34.123611,-118.477002,1118.85,333.67165,1745.222283
274,Polygon Z,1,54965,way/800572582,private,parking,no,no,surface,asphalt,yes,2022-04-30T05:19:00Z,2,120371731,Clarke22,703694,881,Real Property,LOS ANGELES,923,VAN NUYS OFFICE BUILDING,14920 VANOWEN ST,VAN NUYS,CA,91405,"MOTOR VEHICLES, DEPT OF",2.39,13370,34.193477,-118.45809,732.21,472.843762,13803.08656
275,Polygon Z,1,55055,way/104105194,permissive,parking,no,no,surface,asphalt,yes,2020-08-09T05:55:55Z,6,89144524,PritamSarang,11460235,775,Real Property,LOS ANGELES,11396,SR 170 / OXNARD PARK AND RIDE,1200 OXNARD STREET,NORTH HOLLYWOOD,CA,91606,"TRANSPORTATION, DEPT OF",1.55,0,34.179132,-118.394114,678.81,339.491635,6840.624726
276,Polygon Z,1,55704,way/103940438,yes,parking,no,no,surface,asphalt,yes,2020-07-18T05:08:34Z,4,88167371,Abhijeetpawar,11484114,2555,Real Property,VENTURA,11939,STEARNS PARK AND RIDE,2501 STEARNS STREET,SIMI VALLEY,CA,93063,"TRANSPORTATION, DEPT OF",0.04,0,34.280938,-118.691708,1023.6,221.985399,2919.883548
277,Polygon Z,1,55905,way/122226845,permissive,parking,no,yes,surface,asphalt,yes,2020-12-28T08:13:59Z,6,96519271,Clarke22,703694,616,Real Property,LOS ANGELES,11391,PORTER RANCH PARK AND RIDE, SW QUAD SR 118,CHATSWORTH,CA,91311,"TRANSPORTATION, DEPT OF",1.7,0,34.272418,-118.570033,1151.13,472.706921,9763.812577
278,Polygon Z,1,56293,way/103941126,permissive,parking,no,yes,surface,asphalt,yes,2020-08-06T17:36:46Z,5,89051968,pravinyerapale,11475294,644,Real Property,LOS ANGELES,11942,CHATSWORTH PARK AND RIDE,15550 CHATSWORTH STREET,GRANADA HILLS,CA,91345,"TRANSPORTATION, DEPT OF",0.91,0,34.264809,-118.470489,926.27,382.771902,6457.466258
279,Polygon Z,1,56433,way/103941129,permissive,parking,no,yes,surface,asphalt,yes,2020-08-06T17:36:46Z,5,89051968,pravinyerapale,11475294,783,Real Property,LOS ANGELES,11941,PAXTON PARK AND RIDE,12501 FOOTHILL BLVD,PACOIMA,CA,91342,"TRANSPORTATION, DEPT OF",0.03,0,34.286755,-118.407358,1163.02,308.461574,5295.014022
280,Polygon Z,1,57984,way/892008499,private,parking,no,yes,surface,asphalt,yes,2023-01-03T20:21:09Z,2,130841374,Clarke22,703694,844,Real Property,LOS ANGELES,10518,LOS ANGELES SHP,,UNINCORP - LOS ANGELES CO,CA,0,"PARKS & RECREATION, DEPT OF",32,5008,34.068329,-118.230922,299.91,372.962941,3891.890889
281,Polygon Z,1,58678,way/104105199,permissive,parking,no,no,surface,asphalt,yes,2020-08-09T05:47:16Z,6,89144396,PritamSarang,11460235,641,Real Property,LOS ANGELES,11940,GLENDALE PARK AND RIDE, SW QUAD SR 134,GLENDALE,CA,91206,"TRANSPORTATION, DEPT OF",0.33,0,34.147468,-118.230299,640.37,493.932982,8514.43382
282,Polygon Z,1,59440,way/222593218,yes,parking,no,yes,surface,asphalt,yes,2020-09-02T06:50:18Z,2,90282353,Clarke22,703694,786,Real Property,LOS ANGELES,122,PASADENA,1207 EAST GREEN STREET,PASADENA,CA,91106,EMPLOYMENT DEVELOPMENT DEPARTMENT,0.98,15204,34.144867,-118.125249,796.77,215.06995,2741.248126
283,Polygon Z,1,59643,way/104105192,permissive,parking,no,yes,surface,asphalt,yes,2020-08-06T17:36:46Z,5,89051968,pravinyerapale,11475294,789,Real Property,LOS ANGELES,11394,SIERRA MADRE BLVD PARK AND RIDE, I-210,PASADENA,CA,91107,"TRANSPORTATION, DEPT OF",0.9,0,34.151943,-118.095071,763.86,315.308322,4448.4319
284,Polygon Z,1,59728,way/39497551,customers,parking,no,no,multi-storey,dirt,yes,2016-10-19T21:04:22Z,2,43019803,MetroCloudAlliance,4746692,630,Real Property,LOS ANGELES,11448,EL MONTE TRANSIT CENTER,3501 SANTA ANITA AVE,EL MONTE,CA,0,"TRANSPORTATION, DEPT OF",13.61,0,34.071589,-118.044066,272.51,570.095647,16076.28546
285,Polygon Z,1,60022,way/104840867,permissive,parking,no,yes,surface,concrete,limited,2020-08-09T05:55:55Z,5,89144524,PritamSarang,11460235,642,Real Property,LOS ANGELES,11376,GRAND AVE. PARK AND RIDE,628 W BASELINE ROAD,GLENDORA,CA,91740,"TRANSPORTATION, DEPT OF",1.7,0,34.121254,-117.873992,670.28,871.095658,8641.84588
286,Polygon Z,1,60347,way/104101927,yes,parking,no,no,surface,asphalt,limited,2020-08-06T17:36:46Z,7,89051968,pravinyerapale,11475294,639,Real Property,LOS ANGELES,11383,LOWELL PARK AND RIDE,3930 LOWELL AVE,GLENDALE,CA,91214,"TRANSPORTATION, DEPT OF",1.5,0,34.230311,-118.265827,1544.34,351.201165,7243.716416
287,Polygon Z,1,60522,way/790883959,private,parking,no,no,surface,asphalt,limited,2020-08-09T05:24:13Z,5,89144007,PritamSarang,11460235,654,Real Property,LOS ANGELES,11399,VERDUGO PARK AND RIDE, VERDUGO BLVD AT,LA CANADA,CA,91011,"TRANSPORTATION, DEPT OF",1,0,34.205392,-118.219183,1260.02,355.757447,4369.056041
288,Polygon Z,1,60906,way/104841007,yes,parking,no,yes,surface,asphalt,no,2020-07-30T14:08:51Z,6,88737634,PritamSarang,11460235,626,Real Property,LOS ANGELES,11375,DIAMOND BAR WEST PARK AND RIDE,100 N DIAMOND BAR BLVD,DIAMOND BAR,CA,91765,"TRANSPORTATION, DEPT OF",1.25,0,34.024011,-117.812225,713.38,401.861614,6140.275467
289,Polygon Z,1,60907,way/104841018,yes,parking,no,yes,surface,asphalt,no,2020-07-30T14:08:51Z,6,88737634,PritamSarang,11460235,625,Real Property,LOS ANGELES,11374,DIAMOND BAR EAST PARK AND RIDE,100 N DIAMOND BAR BLVD,DIAMOND BAR,CA,91765,"TRANSPORTATION, DEPT OF",2.85,0,34.024379,-117.811624,714.34,466.223338,14247.7618
290,Polygon Z,1,61021,way/104840840,permissive,parking,no,yes,surface,paved,yes,2020-08-09T06:15:45Z,6,89144767,PritamSarang,11460235,799,Real Property,LOS ANGELES,11944,VIA VERDE AT SR 57 ROAD PARK AND RIDE,105 VIA VERDE,SAN DIMAS,CA,91773,"TRANSPORTATION, DEPT OF",0.01,0,34.078079,-117.815247,1085.8,268.167833,4102.391755
291,Polygon Z,1,61115,way/104907468,yes,parking,no,no,surface,asphalt,yes,2020-08-04T18:48:35Z,9,88943755,pravinyerapale,11475294,1611,Real Property,SAN BERNARDINO,12177,CHINO PARK AND RIDE,,CHINO,CA,91710,"TRANSPORTATION, DEPT OF",3.12,0,34.011023,-117.731709,0,431.617554,11842.75742
292,Polygon Z,1,61129,way/745936472,customers,parking,no,no,surface,asphalt,yes,2019-11-15T18:28:45Z,1,77142090,quickTwix,10427518,792,Real Property,LOS ANGELES,907,POMONA OFFICE BUILDING,1600 SOUTH GAREY AVENUE,POMONA,CA,91766,"MOTOR VEHICLES, DEPT OF",2.18,13491,34.041891,-117.748756,808.5,430.007623,7399.253805
293,Polygon Z,1,61601,way/146579136,private,parking,no,yes,surface,asphalt,yes,2021-05-05T02:45:36Z,4,104152375,traditionalstonethrow,12309877,1625,Real Property,SAN BERNARDINO,11288,MONTCLAIR TRANSCENTER PARK AND RIDE,5091 RICHTON STREET,MONTCLAIR,CA,91763,"TRANSPORTATION, DEPT OF",0.01,0,34.095649,-117.695282,1212.3,1222.3487,45082.68884
294,Polygon Z,1,61949,way/104907462,permissive,parking,no,no,surface,asphalt,yes,2020-08-01T16:28:19Z,4,88819407,PritamSarang,11460235,1382,Real Property,RIVERSIDE,12186,MISSION BLVD PARK AND RIDE,11060 MISSION BLVD,MIRA LOMA,CA,91752,"TRANSPORTATION, DEPT OF",0.01,0,34.018641,-117.529883,0,154.802875,1330.970664
295,Polygon Z,1,61950,way/104907494,permissive,parking,no,yes,surface,asphalt,yes,2020-08-01T16:28:19Z,5,88819407,PritamSarang,11460235,1368,Real Property,RIVERSIDE,11302,COUNTRY VILLAGE PARK AND RIDE,10080 GRANITE HILL DRIVE,GLEN AVON,CA,92509,"TRANSPORTATION, DEPT OF",0.02,0,34.019893,-117.506375,840.04,305.610064,4806.823685
296,Polygon Z,1,62076,way/286829222,customers,parking,yes,no,surface,asphalt,yes,2014-06-08T00:03:19Z,1,22801377,The Temecula Mapper,313196,1615,Real Property,SAN BERNARDINO,882,FONTANA OFFICE BUILDING,16499 MERRILL AVE,FONTANA,CA,92335,"MOTOR VEHICLES, DEPT OF",1.58,7959,34.09167,-117.445,1222.8,334.743583,5164.176391
297,Polygon Z,1,62676,way/52473730,permissive,parking,yes,yes,surface,asphalt,yes,2020-08-04T19:39:32Z,6,88945687,pravinyerapale,11475294,1619,Real Property,SAN BERNARDINO,12179,FONTANA VICTORIA STREET PARK AND RIDE,,FONTANA,CA,92336,"TRANSPORTATION, DEPT OF",60.98,0,34.128918,-117.503258,0,311.575732,5840.101463
298,Polygon Z,1,62699,way/722550668,permissive,parking,yes,yes,surface,asphalt,yes,2020-08-09T06:53:01Z,4,89145304,PritamSarang,11460235,1618,Real Property,SAN BERNARDINO,12178,FONTANA BEECH AVE PARK AND RIDE,,FONTANA,CA,92336,"TRANSPORTATION, DEPT OF",3.5,0,34.137526,-117.472346,0,599.959626,12820.90358
299,Polygon Z,1,62822,way/103384698,permissive,parking,no,yes,surface,asphalt,yes,2020-07-30T14:08:51Z,4,88737634,PritamSarang,11460235,785,Real Property,LOS ANGELES,11389,PEARBLOSSOM PARK AND RIDE, SIERRA HIGHWAY,PALMDALE,CA,93550,"TRANSPORTATION, DEPT OF",1.65,0,34.510746,-118.110348,3208.92,482.307749,10378.56277
300,Polygon Z,1,62839,way/103385344,permissive,parking,no,yes,surface,asphalt,yes,2020-07-27T10:02:34Z,3,88557737,user_5359,5359,784,Real Property,LOS ANGELES,11370,AVE S AND GEIGER AVE PARK AND RIDE, EAST AVE S,PALMDALE,CA,93551,"TRANSPORTATION, DEPT OF",3.9,0,34.557488,-118.138556,2879.34,728.562046,20288.75491
301,Polygon Z,1,63088,way/103381113,customers,parking,no,yes,surface,paved,yes,2020-07-30T14:08:51Z,4,88737634,PritamSarang,11460235,665,Real Property,LOS ANGELES,11369,AVE K AT SR 14 PARK AND RIDE,1601 WEST AVE K,LANCASTER,CA,93534,"TRANSPORTATION, DEPT OF",1.8,0,34.675422,-118.159241,2391.91,355.578264,7596.915645
302,Polygon Z,1,63248,way/102945243,yes,parking,yes,no,surface,asphalt,yes,2022-09-08T01:38:02Z,7,125922327,Dufresneavec,17061687,2038,Real Property,SANTA BARBARA,11851,ORCUTT EAST PARK AND RIDE, AT E CLARK AVE IC,ORCUTT,CA,93455,"TRANSPORTATION, DEPT OF",1.01,0,34.865828,-120.435885,377.74,165.8132,1023.186925
303,Polygon Z,1,63249,way/102945259,yes,parking,yes,no,surface,asphalt,yes,2022-09-08T01:38:01Z,7,125922327,Dufresneavec,17061687,2039,Real Property,SANTA BARBARA,11852,ORCUTT WEST PARK AND RIDE, AT W CLARK AVE IC,ORCUTT,CA,93455,"TRANSPORTATION, DEPT OF",9.86,0,34.865521,-120.437711,341.54,220.574399,2000.892527
304,Polygon Z,1,64637,way/1133915914,customers,parking,no,no,surface,asphalt,yes,2023-02-13T17:46:08Z,2,132501939,kfinger,6981414,1940,Real Property,SAN LUIS OBISPO,767,SAN LUIS OBISPO AREA,675 CALIFORNIA BLVD,SAN LUIS OBISPO,CA,93401,"HIGHWAY PATROL, DEPT OF THE CALIF",2.57,14650,35.28925,-120.658585,270.09,115.339495,746.415007
305,Polygon Z,1,64743,way/102656219,permissive,parking,no,yes,surface,asphalt,yes,2021-07-11T01:33:44Z,6,107766286,Utible,289005,1954,Real Property,SAN LUIS OBISPO,11856,SANTA MARGARITA PARK AND RIDE, US 101 / SR 58 INT,SANTA MARGARITA,CA,93422,"TRANSPORTATION, DEPT OF",0.01,0,35.383283,-120.627603,1060.55,292.789531,2468.915629
306,Polygon Z,1,64748,way/102656221,permissive,parking,no,yes,surface,asphalt,yes,2020-07-27T05:36:16Z,5,88542708,PritamSarang,11460235,1920,Real Property,SAN LUIS OBISPO,11946,SANTA BARBARA ROAD / US 101 PARK AND RIDE, NB SANTA BARBARA RD,ATASCADERO,CA,93423,"TRANSPORTATION, DEPT OF",0.11,0,35.443301,-120.63747,930.96,152.124273,745.043463
307,Polygon Z,1,64835,way/102655824,customers,parking,no,yes,surface,asphalt,yes,2022-02-19T09:29:55Z,7,117596390,Jorisbo,1983103,1959,Real Property,SAN LUIS OBISPO,11859,LAS TABLAS / US 101 PARK AND RIDE, LAS TABLAS RD INT.,TEMPLETON,CA,93465,"TRANSPORTATION, DEPT OF",4.43,0,35.554036,-120.713754,803.46,460.672365,6503.825293
308,Polygon Z,1,64838,way/627704385,customers,parking,no,yes,surface,asphalt,yes,2018-09-24T06:08:37Z,1,62868428,TheLastOne,7630763,1957,Real Property,SAN LUIS OBISPO,749,TEMPLETON AREA,101 DUNCAN ROAD,TEMPLETON,CA,93465,"HIGHWAY PATROL, DEPT OF THE CALIF",1.23,3739,35.555722,-120.711835,845.09,502.982311,5183.037826
309,Polygon Z,1,64881,way/102656018,customers,parking,no,yes,surface,asphalt,yes,2022-02-19T09:30:24Z,5,117596408,Jorisbo,1983103,1918,Real Property,SAN LUIS OBISPO,11857,SANTA ROSA / US 101 PARK AND RIDE, SANTA ROSA IC,ATASCADERO,CA,93422,"TRANSPORTATION, DEPT OF",1.87,0,35.465259,-120.651499,986.53,205.604278,1239.754786
310,Polygon Z,1,64888,way/102656020,customers,parking,no,yes,surface,asphalt,yes,2022-02-19T09:30:09Z,5,117596400,Jorisbo,1983103,1919,Real Property,SAN LUIS OBISPO,11858,CURBARIL AVENUE / US 101 PARK AND RIDE, NW CURBARIL AVE RAMP,ATASCADERO,CA,93423,"TRANSPORTATION, DEPT OF",0.12,0,35.477061,-120.657925,926.57,385.215122,1623.108739
311,Polygon Z,1,64922,way/102655841,permissive,parking,no,yes,surface,asphalt,yes,2020-07-27T05:36:16Z,5,88542708,PritamSarang,11460235,1917,Real Property,SAN LUIS OBISPO,11855,ROUTE 41 EAST PARK AND RIDE, SR41-E OF ATASCADERO,ATASCADERO,CA,93422,"TRANSPORTATION, DEPT OF",1.31,0,35.492174,-120.662474,908.79,262.026937,3485.249768
312,Polygon Z,1,65200,way/160409111,customers,parking,no,no,surface,asphalt,yes,2014-01-02T09:13:26Z,2,19758409,xj25vm,1098862,476,Real Property,KERN,12080,BUTTONWILLOW SAFETY ROADSIDE REST AREA - SB, 2 MI N OF SR 58 INT,BUTTONWILLOW,CA,93206,"TRANSPORTATION, DEPT OF",1.38,0,35.417483,-119.423958,297.48,700.572679,13361.42784
313,Polygon Z,1,65201,way/160409112,customers,parking,no,no,surface,asphalt,yes,2012-04-20T20:16:28Z,1,11368085,widesays,529264,475,Real Property,KERN,12079,BUTTONWILLOW SAFETY ROADSIDE REST AREA - NB, 2 MI N OF SR 58 INT,BUTTONWILLOW,CA,93206,"TRANSPORTATION, DEPT OF",10.1,0,35.41824,-119.422635,296.74,683.5731,12576.78356
314,Polygon Z,1,65259,way/560639817,permissive,parking,no,no,surface,asphalt,yes,2019-12-24T17:43:55Z,2,78828611,Hamhock666,4910322,527,Real Property,KERN,9647,WASCO STATE PRISON RECEPTION CENTER,701 SCOFIELD AVENUE,WASCO,CA,93280,CDCR - WASCO STATE PRISON RECEPTION CTR,774.27,843125,35.593722,-119.404298,288.23,982.145256,46291.13582
315,Polygon Z,1,65495,way/320532929,yes,parking,no,no,surface,asphalt,yes,2015-01-05T16:36:32Z,1,27936719,chadbunn,1058653,1972,Real Property,SAN LUIS OBISPO,12076,SHANDON SAFETY ROADSIDE REST AREA - EB & WB, 0.9 MI E OF SR 40,UNINCORP - SAN LUIS OBISPO CO,CA,93461,"TRANSPORTATION, DEPT OF",11.8,2560,35.675258,-120.346183,1080.73,318.227598,5852.906619
316,Polygon Z,1,65535,way/464622797,private,parking,no,no,surface,asphalt,yes,2020-01-21T19:12:01Z,2,79873618,vogelfreier,74746,275,Real Property,FRESNO,9733,PLEASANT VALLEY STATE PRISON,24863 WEST JAYNE AVENUE,COALINGA,CA,93210,CDCR - PLEASANT VALLEY STATE PRISON,332.83,1129756,36.13126,-120.252409,577.66,977.267104,39905.62313
